:doi,:title,:description,:subtype,:coverDate,:publicationName,:authkeywords,:eid,:pii,:pubmed_id,:subtypeDescription,:creator,:afid,:affilname,:affiliation_city,:affiliation_country,:author_count,:author_names,:author_ids,:author_afids,:coverDisplayDate,:issn,:source_id,:eIssn,:aggregationType,:volume,:issueIdentifier,:article_number,:pageRange,:openaccess,:fund_acr,:fund_no,:fund_sponsor,:citedby_count,:YEAR,:URL
10.1016/j.robot.2023.104428,Automatic extension of a symbolic mobile manipulation skill set,"Symbolic planning can provide an intuitive interface for non-expert users to operate autonomous robots by abstracting away much of the low-level programming. However, symbolic planners assume that the initially provided abstract domain and problem descriptions are closed and complete. This means that they are fundamentally unable to adapt to changes in the environment or tasks that are not captured by the initial description. We propose a method that allows an agent to automatically extend the abstract description of its skill set upon encountering such a situation. We introduce strategies for generalizing from previous experience, completing sequences of key actions and discovering preconditions to ensure computational efficiency. The resulting system is evaluated on a symbolic planning benchmark task and on object rearrangement tasks in simulation. Compared to a Monte Carlo Tree Search baseline, our strategies for efficient search have on average a 25% higher success rate at a 67% faster runtime. Code is available at https://github.com/ethz-asl/high_level_planning.",ar,2023-07-01,Robotics and Autonomous Systems,Learning to plan | Skill representation learning | Task and motion planning,2-s2.0-85153571192,S0921889023000672,,Article,Förster J.,60031004;60029470;60025858;123085721,The University of Queensland;Commonwealth Scientific and Industrial Research Organisation;ETH Zürich;Microsoft Mixed Reality and AI Zurich Lab,"Brisbane;Canberra;Zurich ZH,;Zurich",Australia;Australia;Switzerland;Switzerland,6,"Förster, Julian;Ott, Lionel;Nieto, Juan;Lawrance, Nicholas;Siegwart, Roland;Chung, Jen Jen",36622364200;55325252900;7103127889;56431358100;35926876800;57116898100,60025858;60025858;123085721;60025858-60029470;60025858;60025858-60031004,July 2023,09218890,18079,,Journal,165,,104428,,1,H2020,955356,Horizon 2020 Framework Programme,0,2023,https://doi.org/10.1016/j.robot.2023.104428
10.1007/s10994-023-06311-2,Inverse reinforcement learning through logic constraint inference,"Autonomous robots start to be integrated in human environments where explicit and implicit social norms guide the behavior of all agents. To assure safety and predictability, these artificial agents should act in accordance with the applicable social norms. However, it is not straightforward to define these rules and incorporate them in an agent’s policy. Particularly because social norms are often implicit and environment specific. In this paper, we propose a novel iterative approach to extract a set of rules from observed human trajectories. This hybrid method combines the strengths of inverse reinforcement learning and inductive logic programming. We experimentally show how our method successfully induces a compact logic program which represents the behavioral constraints applicable in a Tower of Hanoi and a traffic simulator environment. The induced program is adopted as prior knowledge by a model-free reinforcement learning agent to speed up training and prevent any social norm violation during exploration and deployment. Moreover, expressing norms as a logic program provides improved interpretability, which is an important pillar in the design of safe artificial agents, as well as transferability to similar environments.",ar,2023-07-01,Machine Learning,Answer set programming | Constrained Markov decision process | Constraint inference | Inductive logic programming | Inverse reinforcement learning,2-s2.0-85149869694,,,Article,Baert M.,60033316,Universiteit Gent,Ghent,Belgium,3,"Baert, Mattijs;Leroux, Sam;Simoens, Pieter",57222091867;57014915400;13104080000,60033316;60033316;60033316,July 2023,08856125,24775,15730565,Journal,112,7,,2593-2618,0,ILVO,174U01222,Vlaamse Overheid,1,2023,https://doi.org/10.1007/s10994-023-06311-2
10.1109/TASE.2023.3236805,Deep Reinforcement Learning for Real-Time Assembly Planning in Robot-Based Prefabricated Construction,"The adoption of robotics is promising to improve the efficiency, quality, and safety of prefabricated construction. Besides technologies that improve the capability of a single robot, the automated assembly planning for robots at construction sites is vital for further improving the efficiency and promoting robots into practices. However, considering the highly dynamic and uncertain nature of a construction environment, and the varied scenarios in different construction sites, it is always challenging to make appropriate and up-to-date assembly plans. Therefore, this paper proposes a Deep Reinforcement Learning (DRL) based method for automated assembly planning in robot-based prefabricated construction. Specifically, a re-configurable simulator for assembly planning is developed based on a Building Information Model (BIM) and an open game engine, which could support the training and testing of various optimization methods. Furthermore, the assembly planning problem is modelled as a Markov Decision Process (MDP) and a set of DRL algorithms are developed and trained using the simulator. Finally, experimental case studies in four typical scenarios are conducted, and the performance of our proposed methods have been verified, which can also serve as benchmarks for future research works within the community of automated construction. Note to Practitioners - This paper is conducted based on the comprehensive analysis of real-life assembly planning processes in prefabricated construction, and the methods proposed could bring many benefits to practitioners. Firstly, the proposed simulator could be easily re-configured to simulate diverse scenarios, which can be used to evaluate and verify the operations' optimization methods and new construction technologies. Secondly, the proposed DRL-based optimization methods can be directly adopted in various robot-based construction scenarios, and can also be tailored to support the assembly planning in traditional human-based or human-robot construction environments. Thirdly, the proposed DRL methods and their performance in the four typical scenarios can serve as benchmarks for proposing new advanced construction technologies and optimization methods in assembly planning.",ar,2023-07-01,IEEE Transactions on Automation Science and Engineering,assembly planning | automated construction | building information modelling (BIM) | deep reinforcement learning (DRL) | Prefabricated construction,2-s2.0-85147277557,,,Article,Zhu A.,60032882;60020661;60015875;60008928,Technische Universiteit Eindhoven;University of Liverpool;University of Aberdeen;The Hong Kong Polytechnic University,Eindhoven;Liverpool;Aberdeen;Hong Kong,Netherlands;United Kingdom;United Kingdom;Hong Kong,6,"Zhu, Aiyu;Dai, Tianhong;Xu, Gangyan;Pauwels, Pieter;De Vries, Bauke;Fang, Meng",57219012323;57212006509;55361785800;36661189900;57207105192;55445603900,60032882;60015875;60008928;60032882;60032882;60020661,1 July 2023,15455955,17340,15583783,Journal,20,3,,1515-1526,0,NSFC,72174042,National Natural Science Foundation of China,3,2023,https://doi.org/10.1109/TASE.2023.3236805
10.1007/s10639-022-11491-w,A review of AI teaching and learning from 2000 to 2020,"In recent years, with the popularity of AI technologies in our everyday life, researchers have begun to discuss an emerging term “AI literacy”. However, there is a lack of review to understand how AI teaching and learning (AITL) research looks like over the past two decades to provide the research basis for AI literacy education. To summarize the empirical findings from the literature, this systematic literature review conducts a thematic and content analysis of 49 publications from 2000 to 2020 to pave the way for recent AI literacy education. The related pedagogical models, teaching tools and challenges identified help set the stage for today’s AI literacy. The results show that AITL focused more on computer science education at the university level before 2021. Teaching AI had not become popular in K-12 classrooms at that time due to a lack of age-appropriate teaching tools for scaffolding support. However, the pedagogies learnt from the review are valuable for educators to reflect how they should develop students’ AI literacy today. Educators have adopted collaborative project-based learning approaches, featuring activities like software development, problem-solving, tinkering with robots, and using game elements. However, most of the activities require programming prerequisites and are not ready to scaffold students’ AI understandings. With suitable teaching tools and pedagogical support in recent years, teaching AI shifts from technology-oriented to interdisciplinary design. Moreover, global initiatives have started to include AI literacy in the latest educational standards and strategic initiatives. These findings provide a research foundation to inform educators and researchers the growth of AI literacy education that can help them to design pedagogical strategies and curricula that use suitable technologies to better prepare students to become responsible educated citizens for today’s growing AI economy.",ar,2023-07-01,Education and Information Technologies,AI literacy | AI teaching and learning | Pedagogy | Systematic review | Teaching tools,2-s2.0-85144523072,,,Article,Ng D.T.K.,60006541;60005510;60000745,The University of Hong Kong;Nanyang Technological University;University of Illinois Urbana-Champaign,Hong Kong;Singapore City;Urbana,Hong Kong;Singapore;United States,6,"Ng, Davy Tsz Kit;Lee, Min;Tan, Roy Jun Yi;Hu, Xiao;Downie, J. Stephen;Chu, Samuel Kai Wah",57222469979;57804678400;58025520500;55496358400;7102932568;9943688000,60006541;60005510;60005510;60006541;60000745;60006541,July 2023,13602357,144955,15737608,Journal,28,7,,8445-8501,0,,undefined,,3,2023,https://doi.org/10.1007/s10639-022-11491-w
10.1109/TASE.2022.3217468,Rule-Based Safe Probabilistic Movement Primitive Control via Control Barrier Functions,"In this paper, we develop a novel and safe control design approach that takes demonstrations provided by a human teacher to enable a robot to accomplish complex manipulation scenarios in dynamic environments. First, an overall task is divided into multiple simpler subtasks that are more appropriate for learning and control objectives. Then, by collecting human demonstrations, the subtasks that require robot movement are modeled by probabilistic movement primitives (ProMPs). We also study two strategies for modifying the ProMPs to avoid collisions with environmental obstacles. Finally, we introduce a rule-base control technique by utilizing a finite-state machine along with a unique means of control design for ProMPs. For the ProMP controller, we propose control barrier and Lyapunov functions to guide the system along a trajectory within the distribution defined by a ProMP while guaranteeing that the system state never leaves more than a desired distance from the distribution mean. This allows for better performance on nonlinear systems and offers solid stability and known bounds on the system state. A series of simulations and experimental studies demonstrate the efficacy of our approach and show that it can run in real time. Note to Practitioners - This paper is motivated by the need to create a teach-by-demonstration framework that captures the strengths of movement primitives and verifiable, safe control. We provide a framework that learns safe control laws from a probability distribution of robot trajectories through the use of advanced nonlinear control that incorporates safety constraints. Typically, such distributions are stochastic, making it difficult to offer any guarantees on safe operation. Our approach ensures that the distribution of allowed robot trajectories is within an envelope of safety and allows for robust operation of a robot. Furthermore, using our framework various probability distributions can be combined to represent complex scenarios in the environment. It will benefit practitioners by making it substantially easier to test and deploy accurate, efficient, and safe robots in complex real-world scenarios. The approach is currently limited to scenarios involving static obstacles, with dynamic obstacle avoidance an avenue of future effort.",ar,2023-07-01,IEEE Transactions on Automation Science and Engineering,learning from demonstration | motion and path planning | Motion control | optimization and optimal control | robot safety,2-s2.0-85141630156,,,Article,Davoodi M.,60028599;60003467,University of Memphis;The University of Texas at Arlington,Memphis;Arlington,United States;United States,5,"Davoodi, Mohammadreza;Iqbal, Asif;Cloud, Joseph M.;Beksi, William J.;Gans, Nicholas R.",56304608900;57214289491;57202939932;56423649900;15750786600,60003467-60028599;60003467;60003467;60003467;60003467,1 July 2023,15455955,17340,15583783,Journal,20,3,,1500-1514,0,NSF,1746052,National Science Foundation,1,2023,https://doi.org/10.1109/TASE.2022.3217468
10.1109/TASE.2022.3184458,Interleaved Predictive Control and Planning for an Unmanned Aerial Manipulator with on-the-Fly Rapid Re-Planning in Unknown Environments,"Unmanned Aerial Manipulators (UAM) are gaining attention within the unmanned aerial systems research community. They can be used for aerial manipulation tasks such as object retrieval from confined and hard-to-reach spaces. The coupled dynamics between the arm and the base and also the limited flight time would require the development and implementation of optimal motion planning and robust flight control strategies. In this paper, we propose a novel integrated planning and control strategy for object retrieval. A new kinodynamic version of the Rapidly-exploring Random Tree (RRT∗), called Lazy-Steering-RRT∗, is developed for planning UAM's motion from its start to a pre-grasp state, while keeping the motion of the arm to a minimum. This planning can be carried out on the fly by using Machine-Learning-based techniques to construct the edges in the search tree in a time-efficient way. This facilitates re-planning, as the environment is gradually sensed by limited-range sensors onboard. Once the UAM reaches the pre-grasp state at the end of the motion cycle, an RRT approach is then utilized, where motions of the base and the arm are coordinated for reaching and grasping the object. A novel partitioned control approach, composed of model predictive and PID controllers, is utilized for the UAM to track the planned trajectory. The overall motion planning and control algorithms have been implemented in simulation using Multibody Physics Engines and a number of representative simulation runs are presented. Our results show that the approach is effective in successfully executing the object retrieval task even in confined spaces. Note to Practitioners-This research was motivated by the problem of retrieving an object from a confined space such as that in a collapsed building using an unmanned aerial manipulator. Our approach has the following advantages over existing methods: a) Planning and re-planning can be carried out on the fly, b) No prior information about the environment is needed, c) High-frequency energy-optimal control of the UAM is carried out, and d) the planner and the controller are coupled. In this paper, we suggest some novel approaches on both planning and control aspects of the navigation and also on the integration of these two modules to provide a navigation package that meets all the requirements in the retrieval task. Furthermore, our algorithm is computationally-light, therefore, well suited for on the fly planning and control.",ar,2023-07-01,IEEE Transactions on Automation Science and Engineering,Autonomous aerial manipulators | model predictive control | motion planning | object rertieval,2-s2.0-85135735839,,,Article,Yavari M.,60030101;60018491,University of Regina;Simon Fraser University,Regina;Burnaby,Canada;Canada,3,"Yavari, Mohammadreza;Gupta, Kamal;Mehrandezh, Mehran",57203984238;35588009200;6601997156,60018491;60018491;60030101,1 July 2023,15455955,17340,15583783,Journal,20,3,,1690-1705,0,,undefined,,1,2023,https://doi.org/10.1109/TASE.2022.3184458
10.1109/TASE.2022.3190901,Intelligent Path Planning of Underwater Robot Based on Reinforcement Learning,"As one of the commonly used vehicles for underwater detection, underwater robots are facing a series of problems. The real underwater environment is large-scale, complex, real-time and dynamic, and many unknown obstacles may exist in the underwater environment. Under such complex conditions and lack of prior knowledge, the existing path planning methods are difficult to plan, therefore they cannot effectively meet the actual demands. In response to these problems, a three-dimensional marine environment including multiple obstacles is established with the real ocean current data in this paper, which is consistent with the actual application scenarios. Then, we propose an N-step Priority Double DQN (NPDDQN) path planning algorithm, which potently realizes obstacle avoidance in the complex environment. In addition, this study proposes an experience screening mechanism, which screens the explored positive experience and improves its reuse rate, thus efficiently improving the algorithm stability in the dynamic environment. This paper verifies the better performance of reinforcement learning compared with a variety of traditional methods in three-dimensional underwater path planning. Underwater robots based on the proposed method have good autonomy and stability, which provides a new method for path planning of underwater robots. Note to Practitioners-The goal of this study is to provide a new solution for obstacle avoidance in path planning of underwater robots, which is consistent with the dynamic and real-time demands of the real environment. Existing underwater path planning researches lack a consistent environment with the actual application, and therefore we firstly construct a three-dimensional ocean environment with real ocean current data to provide support for the algorithms. Additionally, most of the algorithms are pre-planning methods or require long-time calculation, and there is little research on obstacle avoidance. In the face of obstacle changes, underwater robots with poor adaptability will cause performance decline and even economic losses. The proposed algorithm learns through interaction with the environment, and therefore it does not require any prior experience, and has good adaptability as well as fast inference speed. Especially, in the dynamic environment, algorithm performance is difficult to guarantee due to less positive experience in exploration. The proposed experience screening mechanism improves the stability of the algorithm, so that the underwater robot maintains stable performance in different dynamic environments.",ar,2023-07-01,IEEE Transactions on Automation Science and Engineering,obstacle avoidance | path planning | Reinforcement learning | underwater robot,2-s2.0-85135247908,,,Article,Yang J.,60019533,Tianjin University,Tianjin,China,5,"Yang, Jiachen;Ni, Jingfei;Xi, Meng;Wen, Jiabao;Li, Yang",25959803600;57726983700;57217038535;57200415294;57214958963,60019533;60019533;60019533;60019533;60019533,1 July 2023,15455955,17340,15583783,Journal,20,3,,1983-1996,0,NSFC,61871283,National Natural Science Foundation of China,4,2023,https://doi.org/10.1109/TASE.2022.3190901
10.1109/TASE.2022.3185679,Spatial Iterative Learning Control With Human Guidance and Visual Detection for Path Learning and Tracking,"A popular path learning method is to use off-line programming by demonstration (PbD) to plan a rough path, but it is subjected to uncertainties in the environment so needs to be updated during the task execution. For this purpose, a spatial iterative learning control (sILC) is developed to learn an accurate path through intuitive online correction based on human-robot interaction (HRI). To improve the efficiency and accuracy of the path learning, a visual assistance system is added to HRI, which helps the robot to find the initial path point and complement the correction of the learning error. This method mitigates the requirement on classic ILC that the time period should be consistent in the repetitive interaction task and utilizes the complementary advantages of vision and force sensing, thus addressing the limitations of the vision-based or HRI methods. The rigorous proof of learning convergence and the results of the simulation and experiments on a 7-degree-of-freedom (DoF) Sawyer robot platform illustrate the significance and advantages of the proposed method. Note to Practitioners - The problem of accurate path learning of robotic manipulators is addressed in this paper, which is found in ample applications such as welding and laser cutting. When the required path is irregular, it is difficult to define it based on offline programming and calibration. This paper presents a new human-robot interactive learning framework, in which the interaction force and machine vision are combined with sILC to achieve online detection and correction for learning and tracking an unknown path. This framework leads to an intuitive human-robot collaboration system where the human operator can fine tune the robot's motion through direct physical interaction, and at the same time the robot improves its tracking performance automatically based on visual servoing.",ar,2023-07-01,IEEE Transactions on Automation Science and Engineering,Human-robot interaction (HRI) | path learning | spatial iterative learning control (sILC) | visual assistance system,2-s2.0-85133742326,,,Article,Xia J.,60017317;60010421,University of Sussex;Southwest Jiaotong University,Brighton;Chengdu,United Kingdom;China,6,"Xia, Jingkang;Li, Yanan;Huang, Deqing;Yang, Jinlong;Xing, Xueyan;Ma, Lei",57215967067;35174564100;57226719526;57792811600;57200375795;55720948900,60010421;60017317;60010421;60010421;60017317;60010421,1 July 2023,15455955,17340,15583783,Journal,20,3,,1772-1784,0,,undefined,,0,2023,https://doi.org/10.1109/TASE.2022.3185679
10.1107/S2053273323001948,Crystal search - feasibility study of a real-time deep learning process for crystallization well images,"To avoid the time-consuming and often monotonous task of manual inspection of crystallization plates, a Python-based program to automatically detect crystals in crystallization wells employing deep learning techniques was developed. The program uses manually scored crystallization trials deposited in a database of an in-house crystallization robot as a training set. Since the success rate of such a system is able to catch up with manual inspection by trained persons, it will become an important tool for crystallographers working on biological samples. Four network architectures were compared and the SqueezeNet architecture performed best. In detecting crystals AlexNet accomplished a better result, but with a lower threshold the mean value for crystal detection was improved for SqueezeNet. Two assumptions were made about the imaging rate. With these two extremes it was found that an image processing rate of at least two times, but up to 58 times in the worst case, would be needed to reach the maximum imaging rate according to the deep learning network architecture employed for real-time classification. To avoid high workloads for the control computer of the CrystalMation system, the computing is distributed over several workstations, participating voluntarily, by the grid programming system from the Berkeley Open Infrastructure for Network Computing (BOINC). The outcome of the program is redistributed into the database as automatic real-time scores (ARTscore). These are immediately visible as colored frames around each crystallization well image of the inspection program. In addition, regions of droplets with the highest scoring probability found by the system are also available as images.",ar,2023-06-02,Acta Crystallographica Section A: Foundations and Advances,AlexNet | biocrystallization | BOINC | deep learning | high-throughput screening | neural network | ResNet | SqueezeNet | U-Net | VggNet,2-s2.0-85164209218,S2053273323001948,37265048,Article,Thielmann Y.,60020952;129935417,Max Planck Institute of Biophysics;Systrade GmbH,Frankfurt am Main;Frankfurt am Main,Germany;Germany,4,"Thielmann, Yvonne;Luft, Thorsten;Zint, Norbert;Koepke, Juergen",24478848900;58477104000;58477253100;7101895545,60020952;129935417;60020952;60020952,2 June 2023,,21100326898,20532733,Journal,79,,,331-338,1,MPG,undefined,Max-Planck-Gesellschaft,0,2023,https://doi.org/10.1107/S2053273323001948
10.3390/s23125622,Improved Robot Path Planning Method Based on Deep Reinforcement Learning,"With the advancement of robotics, the field of path planning is currently experiencing a period of prosperity. Researchers strive to address this nonlinear problem and have achieved remarkable results through the implementation of the Deep Reinforcement Learning (DRL) algorithm DQN (Deep Q-Network). However, persistent challenges remain, including the curse of dimensionality, difficulties of model convergence and sparsity in rewards. To tackle these problems, this paper proposes an enhanced DDQN (Double DQN) path planning approach, in which the information after dimensionality reduction is fed into a two-branch network that incorporates expert knowledge and an optimized reward function to guide the training process. The data generated during the training phase are initially discretized into corresponding low-dimensional spaces. An “expert experience” module is introduced to facilitate the model’s early-stage training acceleration in the Epsilon–Greedy algorithm. To tackle navigation and obstacle avoidance separately, a dual-branch network structure is presented. We further optimize the reward function enabling intelligent agents to receive prompt feedback from the environment after performing each action. Experiments conducted in both virtual and real-world environments have demonstrated that the enhanced algorithm can accelerate model convergence, improve training stability and generate a smooth, shorter and collision-free path.",ar,2023-06-01,Sensors,DDQN | deep reinforcement learning | expert experience | robot path planning,2-s2.0-85164035357,,37420785,Article,Han H.,60001305;129839238;129839096,North University of China;Shanxi Key Laboratory of Machine Vision and Virtual Reality;Shanxi Vision Information Processing and Intelligent Robot Engineering Research Center,Taiyuan;Taiyuan;Taiyuan,China;China;China,5,"Han, Huiyan;Wang, Jiaqi;Kuang, Liqun;Han, Xie;Xue, Hongxin",55326244800;58450189000;35728744800;58450892400;57197874529,60001305-129839238-129839096;60001305-129839238-129839096;60001305-129839238-129839096;60001305-129839238-129839096;60001305-129839238-129839096,June 2023,14248220,130124,,Journal,23,12,5622,,1,NSFC,447-110103,National Natural Science Foundation of China,0,2023,https://doi.org/10.3390/s23125622
10.3390/biomimetics8020248,Robot Programming from Fish Demonstrations,"Fish are capable of learning complex relations found in their surroundings, and harnessing their knowledge may help to improve the autonomy and adaptability of robots. Here, we propose a novel learning from demonstration framework to generate fish-inspired robot control programs with as little human intervention as possible. The framework consists of six core modules: (1) task demonstration, (2) fish tracking, (3) analysis of fish trajectories, (4) acquisition of robot training data, (5) generating a perception–action controller, and (6) performance evaluation. We first describe these modules and highlight the key challenges pertaining to each one. We then present an artificial neural network for automatic fish tracking. The network detected fish successfully in 85% of the frames, and in these frames, its average pose estimation error was less than 0.04 body lengths. We finally demonstrate how the framework works through a case study focusing on a cue-based navigation task. Two low-level perception–action controllers were generated through the framework. Their performance was measured using two-dimensional particle simulations and compared against two benchmark controllers, which were programmed manually by a researcher. The fish-inspired controllers had excellent performance when the robot was started from the initial conditions used in fish demonstrations (>96% success rate), outperforming the benchmark controllers by at least 3%. One of them also had an excellent generalisation performance when the robot was started from random initial conditions covering a wider range of starting positions and heading angles (>98% success rate), again outperforming the benchmark controllers by 12%. The positive results highlight the utility of the framework as a research tool to form biological hypotheses on how fish navigate in complex environments and design better robot controllers on the basis of biological findings.",ar,2023-06-01,Biomimetics,ANN controller | bio-inspired robotics | fuzzy controller | learning from demonstration | robot programming,2-s2.0-85163883449,,,Article,Coppola C.M.,60030514,Aberystwyth University,Aberystwyth,United Kingdom,5,"Coppola, Claudio Massimo;Strong, James Bradley;O’Reilly, Lissa;Dalesman, Sarah;Akanyeti, Otar",58417706100;58420387000;58419045300;12789303100;19337212200,60030514;60030514;60030514;60030514;60030514,June 2023,,21100944489,23137673,Journal,8,2,248,,1,EC,873178,European Commission,0,2023,https://doi.org/10.3390/biomimetics8020248
10.3390/biomimetics8020161,Disseminating STEM Subjects and Ocean Literacy through a Bioinspired Toolkit,"Over the last decade, education has been evolving to equip students with the fundamental skills required to cope with the challenges of sustainability and inclusivity, such as quality education, access to clean water, cultural heritage preservation and protection of marine life. Technology supports the learning process by providing useful tools that enrich the learning environment, encourage active participation, improve collaboration and prepare students for their future life. Educational Robotics is one of the most popular innovative methodologies that supports the development of many skills by assembling and programming robots in a meaningful way. In this paper, the authors aim at advancing their previous work in the field of Educational Robotics applied to the marine environment by proposing a novel bioinspired educational toolkit whose design and features support activities concerning sustainability, ocean literacy, as well as STEM subjects in kindergarten through to grade twelve education. Exploiting the established educational theories and methodologies underpinning Educational Robotics, the toolkit allows for marine-themed activities, as well promoting activities concerning STEM subjects. To explain the relevance of the toolkit, the authors present the robot design, the workshops that every teacher or student can explore as an Open Educational Resource (OERs), and the results of a case study. Interestingly, the latter shows that the use of the toolkit seems to have complemented the students’ initial keen interest in technology itself, with awareness about urgent issues related to the climate and the environment.",ar,2023-06-01,Biomimetics,educational robotics | ocean literacy | robotic fish | robotic toolkit | STEM education,2-s2.0-85163878964,,,Article,Costa D.,60031624,Università Politecnica delle Marche,Ancona,Italy,3,"Costa, Daniele;Screpanti, Laura;Scaradozzi, David",57191867587;57191202791;6504056475,60031624;60031624;60031624,June 2023,,21100944489,23137673,Journal,8,2,161,,1,FSE,2019-1-IT02-KA201-063073,"Faculty of Science and Engineering, University of Manchester",0,2023,https://doi.org/10.3390/biomimetics8020161
10.3390/s23115194,Hierarchical Vision Navigation System for Quadruped Robots with Foothold Adaptation Learning,"Legged robots can travel through complex scenes via dynamic foothold adaptation. However, it remains a challenging task to efficiently utilize the dynamics of robots in cluttered environments and to achieve efficient navigation. We present a novel hierarchical vision navigation system combining foothold adaptation policy with locomotion control of the quadruped robots. The high-level policy trains an end-to-end navigation policy, generating an optimal path to approach the target with obstacle avoidance. Meanwhile, the low-level policy trains the foothold adaptation network through auto-annotated supervised learning to adjust the locomotion controller and to provide more feasible foot placement. Extensive experiments in both simulation and the real world show that the system achieves efficient navigation against challenges in dynamic and cluttered environments without prior information.",ar,2023-06-01,Sensors,motion planning | robot navigation | vision system,2-s2.0-85161621321,,37299923,Article,Ren J.,60025278;124372343,Tsinghua University;Shanghai Artificial Intelligence Laboratory,Beijing;Shanghai,China;China,5,"Ren, Junli;Dai, Yingru;Liu, Bowen;Xie, Pengwei;Wang, Guijin",58309535900;58309725800;58290019900;57204665817;7407146835,60025278;60025278;60025278;60025278;60025278-124372343,June 2023,14248220,130124,,Journal,23,11,5194,,1,,undefined,,0,2023,https://doi.org/10.3390/s23115194
10.3390/s23115159,Kinesthetic Feedback for Understanding Program Execution,"To better prepare future generations, knowledge about computers and programming are one of the many skills that are part of almost all Science, Technology, Engineering, and Mathematic programs; however, teaching and learning programming is a complex task that is generally considered difficult by students and teachers alike. One approach to engage and inspire students from a variety of backgrounds is the use of educational robots. Unfortunately, previous research presents mixed results on the effectiveness of educational robots on student learning. One possibility for this lack of clarity may be because students have a wide variety of styles of learning. It is possible that the use of kinesthetic feedback, in addition to the normally used visual feedback, may improve learning with educational robots by providing a richer, multi-modal experience that may appeal to a larger number of students with different learning styles. It is also possible, however, that the addition of kinesthetic feedback, and how it may interfere with the visual feedback, may decrease a student’s ability to interpret the program commands being executed by a robot, which is critical for program debugging. In this work, we investigated whether human participants were able to accurately determine a sequence of program commands performed by a robot when both kinesthetic and visual feedback were being used together. Command recall and end point location determination were compared to the typically used visual-only method, as well as a narrative description. Results from 10 sighted participants indicated that individuals were able to accurately determine a sequence of movement commands and their magnitude when using combined kinesthetic + visual feedback. Participants’ recall accuracy of program commands was actually better with kinesthetic + visual feedback than just visual feedback. Although the recall accuracy was even better with the narrative description, this was primarily due to participants confusing an absolute rotation command with a relative rotation command with the kinesthetic + visual feedback. Participants’ zone location accuracy of the end point after a command was executed was significantly better for both the kinesthetic + visual feedback and narrative methods compared to the visual-only method. Together, these results suggest that the use of both kinesthetic + visual feedback improves an individual’s ability to interpret program commands, rather than decreases it.",ar,2023-06-01,Sensors,programing | robotics | scratch | visually impaired users,2-s2.0-85161574198,,37299886,Article,Gill S.,60002476,Virginia Commonwealth University,Richmond,United States,3,"Gill, Satinder;Goolsby, Bryson J.;Pawluk, Dianne T.V.",55356634400;57223390161;57765699800,60002476;60002476;60002476,June 2023,14248220,130124,,Journal,23,11,5159,,1,NSF,1742242,National Science Foundation,0,2023,https://doi.org/10.3390/s23115159
10.1109/LRA.2023.3273514,Autonomous Navigation System in Pedestrian Scenarios Using a Dreamer-Based Motion Planner,"Navigation among pedestrians is a crucial capability of service robots; however, it is a challenge to manage time-varying environments stably. Recent deep reinforcement learning (DRL)-based approaches to crowd navigation have yielded numerous promising applications. However, they rely heavily on initial imitation learning and colossal positive datasets. Moreover, the difficulties in accurately localizing robots, detecting and tracking humans, representing and generalizing reciprocal human relationships restrict their deployment in real-world problems. We propose a Dreamer-based motion planner for collision-free navigation in diverse pedestrian scenarios. Our RL framework can completely learn from zero experience via a model-based DRL. The robot and humans are first projected onto a map, which is subsequently decoded into low-dimensional latent state. A predictive dynamic model in the latent space is jointly created to efficiently optimize the navigation policy. Additionally, we leverage the techniques of system identification, domain randomization, clustering and LiDAR SLAM for practical deployment. Simulation ablations and real implementations demonstrate that our motion planner outperforms state-of-the-art methods, and that the navigation system can be physically implemented in the real world.",ar,2023-06-01,IEEE Robotics and Automation Letters,Autonomous vehicle navigation | human-aware motion planning | reinforcement learning,2-s2.0-85159829981,,,Article,Zhu W.,60008435,Tohoku University,Sendai,Japan,2,"Zhu, Wei;Hayashibe, Mitsuhiro",57201975440;6602744530,60008435;60008435,1 June 2023,,21100900379,23773766,Journal,8,6,,3835-3842,1,KAKEN,JP20KK0256,Japan Society for the Promotion of Science,0,2023,https://doi.org/10.1109/LRA.2023.3273514
10.1109/LRA.2023.3268598,Learning Behavior Trees from Planning Experts Using Decision Tree and Logic Factorization,"The increased popularity of Behavior Trees (BTs) in different fields of robotics requires efficient methods for learning BTs from data instead of tediously handcrafting them. Recent research in learning from demonstration reported encouraging results that this letter extends, improves and generalizes to arbitrary planning domains. We propose BT-Factor as a new method for learning expert knowledge by representing it in a BT. Execution traces of previously manually designed plans are used to generate a BT employing a combination of decision tree learning and logic factorization techniques originating from circuit design. We test BT-Factor in an industrially-relevant simulation environment from a mining scenario and compare it against a state-of-the-art BT learning method. The results show that our method generates compact BTs easy to interpret, and capable to capture accurately the relations that are implicit in the training data.",ar,2023-06-01,IEEE Robotics and Automation Letters,Behavior-based systems | intelligent transportation systems | learning from demonstration,2-s2.0-85153797531,,,Article,Gugliermo S.,60031824;60008141,Scania AB;Örebro Universitet,Sodertalje;Orebro,Sweden;Sweden,4,"Gugliermo, Simona;Schaffernicht, Erik;Koniaris, Christos;Pecora, Federico",58199944100;23398320400;35179818400;23091478700,60008141-60031824;60008141;60031824;60008141,1 June 2023,,21100900379,23773766,Journal,8,6,,3534-3541,0,,undefined,,0,2023,https://doi.org/10.1109/LRA.2023.3268598
