,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
129,2-s2.0-85096365438,10.1109/ICISCAE51034.2020.9236840,,,Application of XueJie Vision System in the Workpiece Sorting of Huibo Robot,cp,Conference Paper,Fang X.,,Jiangsu College of Safety Technology,Xuzhou,China,,,,,2020-09-27,27 September 2020,"Proceedings of 2020 IEEE 3rd International Conference on Information Systems and Computer Aided Education, ICISCAE 2020",,21101028090,,Conference Proceeding,,,9236840,684-687,,,1,0,,,,,
130,2-s2.0-85096821641,10.1109/CICN49253.2020.9242568,,,Evaluating KNN Performance on WESAD Dataset,cp,Conference Paper,Bajpai D.,,San Jose State University,San Jose,United States,,,,,2020-09-25,25 September 2020,"Proceedings - 2020 12th International Conference on Computational Intelligence and Communication Networks, CICN 2020",,21101028583,,Conference Proceeding,,,9242568,60-62,,,16,0,,,,,
131,2-s2.0-85097288731,10.1109/CASES51649.2020.9243781,,,The Shift PUF: Technique for Squaring the Machine Learning Complexity of Arbiter-based PUFs: Work-in-Progress,cp,Conference Paper,Tang Y.,,New York University,New York,United States,,,,,2020-09-20,20 September 2020,"Proceedings of the 2020 International Conference on Compilers, Architecture, and Synthesis for Embedded Systems, CASES 2020",,21101030018,,Conference Proceeding,,,9243781,9-11,,,1,0,,,,,
132,2-s2.0-85097271626,,,,"Proceedings of the 2020 International Conference on Compilers, Architecture, and Synthesis for Embedded Systems, CASES 2020",cr,Conference Review,,,,,,,,,,2020-09-20,20 September 2020,"Proceedings of the 2020 International Conference on Compilers, Architecture, and Synthesis for Embedded Systems, CASES 2020",,21101030018,,Conference Proceeding,,,,,,,0,0,,,,,
133,2-s2.0-85097257848,10.1109/CASES51649.2020.9243811,,,Work-in-Process: Smart Migration for Reliability Enhancement of 3D TLC NAND Flash Storage Systems,cp,Conference Paper,Du Y.,,Soochow University,Suzhou,China,,,,,2020-09-20,20 September 2020,"Proceedings of the 2020 International Conference on Compilers, Architecture, and Synthesis for Embedded Systems, CASES 2020",,21101030018,,Conference Proceeding,,,9243811,4-5,,,0,0,,,,,
134,2-s2.0-85097071713,10.1109/ET50336.2020.9238231,,,Python programming training with the robot Finch,cp,Conference Paper,Vasilev D.,,Technical University of Sofia,Sofia,Bulgaria,,,,,2020-09-16,16 September 2020,"2020 29th International Scientific Conference Electronics, ET 2020 - Proceedings",,21101029602,,Conference Proceeding,,,9238231,,,,1,0,,,,,
135,2-s2.0-85096141225,10.1109/MFI49285.2020.9235229,,,Unsupervised optimization approach to in situ calibration of collaborative human-robot interaction tools,cp,Conference Paper,Maric B.,,"University of Zagreb, Faculty of Electrical Engineering and Computing",Zagreb,Croatia,,,,,2020-09-14,14 September 2020,IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems,,94992,,Conference Proceeding,2020-September,,9235229,255-262,,,7,0,,,,,
136,2-s2.0-85091595539,10.2200/S01036ED1V01Y202007CSL012,,,Creating autonomous vehicle systems,ar,Article,Liu S.,,,,,,,,,2020-09-09,9 September 2020,Synthesis Lectures on Computer Science,19321228,5000158717,19321686,Book Series,8,2,,1-242,,,9,0,,,,,
137,2-s2.0-85097878363,10.1109/AI4I49448.2020.00013,,,Virtual Commissioning Simulation as Reinforcement Learning Environment for Robot Cable Handling,cp,Conference Paper,Jaensch F.,,Universität Stuttgart,Stuttgart,Germany,,,,,2020-09-01,September 2020,"Proceedings - 2020 3rd International Conference on Artificial Intelligence for Industries, AI4I 2020",,21101032109,,Conference Proceeding,,,9253103,27-31,,,2,0,,,,,
138,2-s2.0-85096411289,10.1109/EWDTS50664.2020.9224797,,,Filtration of Diagnostic Data for Retrospective Analysis in Health Monitoring Systems of Engineering Structures,cp,Conference Paper,Efanov D.V.,,Peter the Great St. Petersburg Polytechnic University,Saint Petersburg,Russian Federation,,,,,2020-09-01,September 2020,"2020 IEEE East-West Design and Test Symposium, EWDTS 2020 - Proceedings",,21101028157,,Conference Proceeding,,,9224797,,,,3,0,,,,,
139,2-s2.0-85096358050,10.1109/IEMTRONICS51293.2020.9216395,,,A C code generator for fast inference and simple deployment of convolutional neural networks on resource constrained systems,cp,Conference Paper,Urbann O.,,Fraunhofer Institute for Material Flow and Logistics IML,Dortmund,Germany,,,,,2020-09-01,September 2020,"IEMTRONICS 2020 - International IOT, Electronics and Mechatronics Conference, Proceedings",,21101028091,,Conference Proceeding,,,9216395,,,,3,0,repositoryam,Green,,,
140,2-s2.0-85095859054,10.15866/ireaco.v13i5.19089,,,Designing and implementing a didactic module of artificial vision for the selection of objects according to colors and morphological characteristics,ar,Article,Ocaña W.S.,,Universidad de las Fuerzas Armadas ESPE,Sangolqui,Ecuador,,,,,2020-09-01,September 2020,International Review of Automatic Control,19746059,21100228305,25332260,Journal,13,5,,244-254,,,2,0,,,,,
141,2-s2.0-85093363097,10.1109/ETFA46521.2020.9212140,,,Process Simulation Using Physical Joining Models for Learning Robot-based Assembly Tasks,cp,Conference Paper,Lämmle A.,,Fraunhofer Institute for Manufacturing Engineering and Automation IPA,Stuttgart,Germany,,,,,2020-09-01,September 2020,"IEEE International Conference on Emerging Technologies and Factory Automation, ETFA",19460740,21100275520,19460759,Conference Proceeding,2020-September,,9212140,1305-1308,,,3,0,,,,,
142,2-s2.0-85093356606,10.1109/ETFA46521.2020.9212008,,,A lightweight perception module for planning purposes,cp,Conference Paper,Din M.U.,,Universitat Politècnica de Catalunya,Barcelona,Spain,,,,,2020-09-01,September 2020,"IEEE International Conference on Emerging Technologies and Factory Automation, ETFA",19460740,21100275520,19460759,Conference Proceeding,2020-September,,9212008,1277-1280,,,0,0,repositoryam,Green,,,
143,2-s2.0-85092128779,10.1109/JIOT.2020.3004339,,,AirScope: Mobile Robots-Assisted Cooperative Indoor Air Quality Sensing by Distributed Deep Reinforcement Learning,ar,Article,Hu Z.,,Peking University,Beijing,China,,,,,2020-09-01,September 2020,IEEE Internet of Things Journal,,21100338350,23274662,Journal,7,9,9123492,9189-9200,,,12,0,,,,,
144,2-s2.0-85091794442,10.1049/trit.2019.0094,,,Learning synergies based in-hand manipulation with reward shaping,ar,Article,Deng Z.,,Universität Hamburg,Hamburg,Germany,,,,,2020-09-01,1 September 2020,CAAI Transactions on Intelligence Technology,24686557,21100970248,24682322,Journal,5,3,,141-149,,,5,1,publisherfullgold,Gold,,,
145,2-s2.0-85091031670,10.1177/1729881420939441,,,Capturing the dynamic target by the robot manipulator in high-dimensional configuration space map,ar,Article,Pi J.,,China Communications Construction Company Limited;Logistical Engineering University China,Beijing;Chongqing,China;China,,,,,2020-09-01,1 September 2020,International Journal of Advanced Robotic Systems,17298806,144749,17298814,Journal,17,5,,,,,1,1,publisherfullgold,Gold,,,
146,2-s2.0-85086709272,10.1016/j.asoc.2020.106488,S1568494620304270,,Neuro-genetic programming for multigenre classification of music content,ar,Article,Campobello G.,,Università degli Studi di Messina,Messina,Italy,,,,,2020-09-01,September 2020,Applied Soft Computing Journal,15684946,18136,,Journal,94,,106488,,,,13,0,,,,,
147,2-s2.0-85085730446,10.1016/j.asoc.2020.106443,S1568494620303835,,A parallel compact cuckoo search algorithm for three-dimensional path planning,ar,Article,Song P.C.,,Shandong University of Science and Technology,Qingdao,China,,,,,2020-09-01,September 2020,Applied Soft Computing,15684946,18136,,Journal,94,,106443,,,,101,0,,,,,
148,2-s2.0-85094903436,10.1145/3388530.3407244,,,Story-Go-Round: Augmented Reality Storytelling in the Multidisciplinary Classroom,cp,Conference Paper,Berreth T.,,NC State University,Raleigh,United States,,,,,2020-08-17,17 August 2020,"ACM SIGGRAPH 2020 Educator's Forum, SIGGRAPH 2020",,21101024198,,Conference Proceeding,,,6,,,,1,0,,,,,
149,2-s2.0-85091989358,10.5194/isprs-archives-XLIII-B5-2020-63-2020,,,"LIGHTCAM: ENLIGHTENING the CAMERA OBSCURA-WHERE PHOTOGRAMMETRY, COMPUTER and ROBOTIC VISION MEET",cp,Conference Paper,Nocerino E.,,Aix Marseille Université,Marseille,France,,,,,2020-08-06,6 August 2020,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",16821750,21100248929,,Conference Proceeding,43,B5,,63-67,,,0,1,publisherfullgold,Gold,,,
150,2-s2.0-85104986460,10.1109/ISEC49744.2020.9397856,,,A Futuristic Kitchen Assistant - Powered by Artificial Intelligence and Robotics,cp,Conference Paper,Roy R.J.,,Rock Ridge High School,Ridge,United States,,,,,2020-08-01,1 August 2020,"2020 9th IEEE Integrated STEM Education Conference, ISEC 2020",,21101043795,,Conference Proceeding,2020-January,,9397856,,,,0,0,,,,,
151,2-s2.0-85095746461,10.1109/RO-MAN47096.2020.9223439,,,Learning Sensory-Motor Associations from Demonstration,cp,Conference Paper,Berenz V.,,Max Planck Institute for Intelligent Systems,Tubingen,Germany,,,,,2020-08-01,August 2020,"29th IEEE International Conference on Robot and Human Interactive Communication, RO-MAN 2020",,21101027201,,Conference Proceeding,,,9223439,1081-1087,,,0,0,repositoryam,Green,,,
152,2-s2.0-85095601034,10.1109/FPL50879.2020.00058,,,Agile Autotuning of a Transprecision Tensor Accelerator Overlay for TVM Compiler Stack,cp,Conference Paper,Diamantopoulos D.,,IBM Research - Zurich,Ruschlikon,Switzerland,,,,,2020-08-01,August 2020,"Proceedings - 30th International Conference on Field-Programmable Logic and Applications, FPL 2020",,21101026899,,Conference Proceeding,,,9221554,310-316,,,1,0,repositoryam,Green,,,
153,2-s2.0-85094656227,10.1109/AEECA49918.2020.9213542,,,Design and Implementation of Embedded Cloth Edge Detection System,cp,Conference Paper,Cao R.,,Hohai University Changzhou,Changzhou,China,,,,,2020-08-01,August 2020,"Proceedings of 2020 IEEE International Conference on Advances in Electrical Engineering and Computer Applications, AEECA 2020",,21101024026,,Conference Proceeding,,,9213542,361-365,,,1,0,,,,,
154,2-s2.0-85094580122,10.1109/CCET50901.2020.9213166,,,Robot Path Planning Method Based on Deep Reinforcement Learning,cp,Conference Paper,Zhang Y.,,North China University of Technology,Beijing,China,,,,,2020-08-01,August 2020,"2020 IEEE 3rd International Conference on Computer and Communication Engineering Technology, CCET 2020",,21101023898,,Conference Proceeding,,,9213166,49-53,,,2,0,,,,,
155,2-s2.0-85094167548,10.1109/CASE48305.2020.9217023,,,A 3D Simulation Environment and Navigation Approach for Robot Navigation via Deep Reinforcement Learning in Dense Pedestrian Environment,cp,Conference Paper,Liu Q.,,Harbin Institute of Technology,Harbin,China,,,,,2020-08-01,August 2020,IEEE International Conference on Automation Science and Engineering,21618070,20500195424,21618089,Conference Proceeding,2020-August,,9217023,1514-1519,,,5,0,,,,,
156,2-s2.0-85094160572,10.1109/CASE48305.2020.9217025,,,Robot Health Estimation through Unsupervised Anomaly Detection using Gaussian Mixture Models,cp,Conference Paper,Schnell T.,,FZI Forschungszentrum Informatik,Karlsruhe,Germany,,,,,2020-08-01,August 2020,IEEE International Conference on Automation Science and Engineering,21618070,20500195424,21618089,Conference Proceeding,2020-August,,9217025,1037-1042,,,6,0,,,,,
157,2-s2.0-85094158604,10.1109/CASE48305.2020.9217024,,,A Hybrid Motion Planning Algorithm for Multi-robot Formation in a Dynamic Environment,cp,Conference Paper,Feng L.,,Beijing University of Chemical Technology,Beijing,China,,,,,2020-08-01,August 2020,IEEE International Conference on Automation Science and Engineering,21618070,20500195424,21618089,Conference Proceeding,2020-August,,9217024,343-348,,,3,0,,,,,
158,2-s2.0-85094115467,10.1109/CASE48305.2020.9216872,,,Data-Driven Hierarchical Predictive Learning in Unknown Environments,cp,Conference Paper,Vallon C.,,"University of California, Berkeley",Berkeley,United States,,,,,2020-08-01,August 2020,IEEE International Conference on Automation Science and Engineering,21618070,20500195424,21618089,Conference Proceeding,2020-August,,9216872,104-109,,,4,0,repositoryam,Green,,,
159,2-s2.0-85092378813,10.7641/CTA.2020.90622,,,Rapidly-exploring random tree algorithm for path re-planning based on reinforcement learning under the peculiar environment,ar,Article,Zou Q.J.,,Dalian University;National Defense Science and Technology Research Center for Unmanned Systems,Dalian;Changsha,China;China,,,,,2020-08-01,1 August 2020,Kongzhi Lilun Yu Yingyong/Control Theory and Applications,10008152,12585,,Journal,37,8,,1737-1748,,,8,0,,,,,
160,2-s2.0-85092068947,10.1109/icABCD49160.2020.9183834,,,The integration of AI on workforce performance for a South African banking institution,cp,Conference Paper,Mamela T.L.,,University of Johannesburg,Johannesburg,South Africa,,,,,2020-08-01,August 2020,"2020 International Conference on Artificial Intelligence, Big Data, Computing and Data Communication Systems, icABCD 2020 - Proceedings",,21101022904,,Conference Proceeding,,,9183834,,,,4,0,,,,,
161,2-s2.0-85091591893,10.1109/CCDC49329.2020.9164770,,,Real-world Robot Reaching Skill Learning Based on Deep Reinforcement Learning,cp,Conference Paper,Liu N.,,University of Chinese Academy of Sciences;Institute of Automation Chinese Academy of Sciences,Beijing;Beijing,China;China,,,,,2020-08-01,August 2020,"Proceedings of the 32nd Chinese Control and Decision Conference, CCDC 2020",,21101022114,,Conference Proceeding,,,9164770,4780-4784,,,2,0,,,,,
162,2-s2.0-85091585655,10.1109/CCDC49329.2020.9163927,,,A path planning algorithm based on RRT and SARSA (λ) in unknown and complex conditions,cp,Conference Paper,Zou Q.,,Dalian University;National Defense Science and Technology Research Center for Unmanned Systems,Dalian;Changsha,China;China,,,,,2020-08-01,August 2020,"Proceedings of the 32nd Chinese Control and Decision Conference, CCDC 2020",,21101022114,,Conference Proceeding,,,9163927,2035-2040,,,7,0,,,,,
163,2-s2.0-85091561905,10.1109/CCDC49329.2020.9164775,,,A Hybrid CNN-LSTM Architecture for Path Planning of Mobile Robots in Unknow Environments,cp,Conference Paper,Lu Y.,,Beihang University,Beijing,China,,,,,2020-08-01,August 2020,"Proceedings of the 32nd Chinese Control and Decision Conference, CCDC 2020",,21101022114,,Conference Proceeding,,,9164775,4775-4779,,,2,0,,,,,
164,2-s2.0-85091017293,10.1016/j.jece.2020.103952,S2213343720303006,,Random Forest as a promising application to predict basic-dye biosorption process using orange waste,ar,Article,De Miranda Ramos Soares A.P.,,University of Alagoas,Maceio,Brazil,,,,,2020-08-01,August 2020,Journal of Environmental Chemical Engineering,,21100255493,22133437,Journal,8,4,103952,,,,18,0,,,,,
165,2-s2.0-85087722079,10.1007/s11431-020-1648-4,,,Robot learning from demonstration for path planning: A review,re,Review,Xie Z.W.,,Harbin Institute of Technology,Harbin,China,,,,,2020-08-01,1 August 2020,Science China Technological Sciences,16747321,19700167024,18691900,Journal,63,8,,1325-1334,,,14,0,,,,,
166,2-s2.0-85085364733,10.1007/s10956-020-09831-x,,,TechCheck: Development and Validation of an Unplugged Assessment of Computational Thinking in Early Childhood Education,ar,Article,Relkin E.,,Tufts University,Medford,United States,,,,,2020-08-01,1 August 2020,Journal of Science Education and Technology,10590145,23646,15731839,Journal,29,4,,482-498,,,37,0,,,,,
167,2-s2.0-85084643991,10.1007/s10956-020-09833-9,,,Mining Effective Learning Behaviors in a Web-Based Inquiry Science Environment,ar,Article,Chen C.M.,,National Chengchi University,Taipei,Taiwan,,,,,2020-08-01,1 August 2020,Journal of Science Education and Technology,10590145,23646,15731839,Journal,29,4,,519-535,,,9,0,,,,,
168,2-s2.0-85083184469,10.1016/j.apm.2020.03.004,S0307904X2030130X,,Trajectory planning based on non-convex global optimization for serial manipulators,ar,Article,Zhang S.,,Beihang University,Beijing,China,,,,,2020-08-01,August 2020,Applied Mathematical Modelling,0307904X,28065,,Journal,84,,,89-105,,,11,0,,,,,
169,2-s2.0-85081335867,10.1007/s12555-019-0497-3,,,Human-swarm Interactions for Formation Control Using Interpreters,ar,Article,Suresh A.,,"University of California, San Diego",San Diego,United States,,,,,2020-08-01,1 August 2020,"International Journal of Control, Automation and Systems",15986446,25479,20054092,Journal,18,8,,2131-2144,,,5,0,,,,,
170,2-s2.0-85081315440,10.1109/TRO.2020.2974094,,,Learning-Based Proxy Collision Detection for Robot Motion Planning Applications,ar,Article,Das N.,,"University of California, San Diego",San Diego,United States,,,,,2020-08-01,August 2020,IEEE Transactions on Robotics,15523098,95101,19410468,Journal,36,4,9023003,1096-1114,,,25,0,repositoryam,Green,,,
171,2-s2.0-85078127555,10.1016/j.rcim.2020.101948,S0736584519300481,,A virtual-physical collision detection interface for AR-based interactive teaching of robot,ar,Article,Chen C.,,Qingdao University,Qingdao,China,,,,,2020-08-01,August 2020,Robotics and Computer-Integrated Manufacturing,07365845,18080,,Journal,64,,101948,,,,18,0,,,,,
172,2-s2.0-85090278302,10.1088/1757-899X/886/1/012035,,,Development of Vertical Articulated Robot Deburring System by Using Sensor Feedback,cp,Conference Paper,Kakoi H.,,"National Institute of Technology, Ariake College",Omuta,Japan,,,,,2020-07-27,27 July 2020,IOP Conference Series: Materials Science and Engineering,17578981,19700200831,1757899X,Conference Proceeding,886,1,012035,,,,2,1,publisherfree2read,Bronze,,,
173,2-s2.0-85089726065,10.1145/3412821.3412829,,,Quatros: A Preemptive Multithreaded Embedded OS for Education,ar,Article,Sun W.F.,,National Tsing Hua University,Hsinchu,Taiwan,,,,,2020-07-27,27 July 2020,ACM SIGBED Review,,21100900336,15513688,Journal,17,1,,49-55,,,0,0,,,,,
174,2-s2.0-85125173480,,,,Incorporating Computer Aided Design and Three-Dimensional Printing in a First Year Engineering Design Course,cp,Conference Paper,Lenn J.,,Wayne State University,Detroit,United States,,,,,2020-07-26,26 July 2020,"2020 First-Year Engineering Experience, FYEE 2020",,21101077397,,Conference Proceeding,,,,,,,0,0,,,,,
175,2-s2.0-85094215995,10.1145/3416797.3416823,,,Study of the impact of computational thinking education based on robots on behaviors of preschoolers,cp,Conference Paper,Wang G.,,Xiamen University of Technology;National Taipei University of Technology,Xiamen;Taipei,China;Taiwan,,,,,2020-07-19,19 July 2020,ACM International Conference Proceeding Series,,11600154611,,Conference Proceeding,,,,235-238,,,1,0,,,,,
176,2-s2.0-85091951300,10.1145/3387904.3389269,,,Improving code search with co-attentive representation learning,cp,Conference Paper,Shuai J.,,Chongqing University,Chongqing,China,,,,,2020-07-13,13 July 2020,IEEE International Conference on Program Comprehension,,21101022708,,Conference Proceeding,,,,196-207,,,25,0,,,,,
177,2-s2.0-85089429952,10.1088/1742-6596/1576/1/012009,,,Deep Reinforcement Learning based Path Planning for Mobile Robot in Unknown Environment,cp,Conference Paper,Wang Y.,,Wuhan University of Technology,Wuhan,China,,,,,2020-07-13,13 July 2020,Journal of Physics: Conference Series,17426588,130053,17426596,Conference Proceeding,1576,1,012009,,,,10,1,publisherfree2read,Bronze,,,
178,2-s2.0-85055173369,10.1080/03004430.2018.1534844,,,Empowering technology and engineering for STEM education through programming robots: a systematic literature review,re,Review,Çetin M.,,Akdeniz Üniversitesi,Antalya,Turkey,,,,,2020-07-03,3 July 2020,Early Child Development and Care,03004430,24575,14768275,Journal,190,9,,1323-1335,,,28,0,,,,,
179,2-s2.0-85088016295,10.3390/s20143871,,32664434,A novel statistical method for scene classification based on multi-object categorization and logistic regression,ar,Article,Ahmed A.,,Air University Islamabad,Islamabad,Pakistan,,,,,2020-07-02,2 July 2020,Sensors (Switzerland),14248220,130124,,Journal,20,14,3871,1-20,,,53,1,repositoryvor,Green,,,
180,2-s2.0-85098569616,10.1109/CVIDL51233.2020.00-75,,,Research on Path Planning of Hull Decontamination Robot Based on Q-Learning,cp,Conference Paper,Xueli L.,,Jiangsu University of Science and Technology,Zhenjiang,China,,,,,2020-07-01,July 2020,"Proceedings - 2020 International Conference on Computer Vision, Image and Deep Learning, CVIDL 2020",,21101033142,,Conference Proceeding,,,9270482,338-341,,,1,0,,,,,
181,2-s2.0-85096582757,10.1109/ICCCNT49239.2020.9225479,,,Robotic Path Planning Using Recurrent Neural Networks,cp,Conference Paper,Nair R.S.,,"Amrita School of Engineering, Coimbatore",Coimbatore,India,,,,,2020-07-01,July 2020,"2020 11th International Conference on Computing, Communication and Networking Technologies, ICCCNT 2020",,21101028304,,Conference Proceeding,,,9225479,,,,12,0,,,,,
182,2-s2.0-85093830738,10.1109/IJCNN48605.2020.9207423,,,Learning traversability map of different robotic platforms for unstructured terrains path planning,cp,Conference Paper,Arena P.,,Università degli Studi di Catania,Catania,Italy,,,,,2020-07-01,July 2020,Proceedings of the International Joint Conference on Neural Networks,,96537,,Conference Proceeding,,,9207423,,,,4,0,,,,,
183,2-s2.0-85092499002,10.1109/EIT48999.2020.9208285,,,Specifying Route Behaviors of Self-Driving Vehicles in ROS Using Lua Scripting Language with Web Interface,cp,Conference Paper,Pleune M.,,Lawrence Technological University,Southfield,United States,,,,,2020-07-01,July 2020,IEEE International Conference on Electro Information Technology,21540357,20300195061,21540373,Conference Proceeding,2020-July,,9208285,535-539,,,0,0,,,,,
184,2-s2.0-85092457467,,,,"2020 IEEE International Conference on Electro Information Technology, EIT 2020",cr,Conference Review,,,,,,,,,,2020-07-01,July 2020,IEEE International Conference on Electro Information Technology,21540357,20300195061,21540373,Conference Proceeding,2020-July,,,,,,0,0,,,,,
185,2-s2.0-85091886373,10.1109/TAEE46915.2020.9163675,,,CompSim: An integrated environment for learning and designing of embedded computational systems,cp,Conference Paper,Esmeraldo G.A.,,LEDS/IFCE,Crato,Brazil,,,,,2020-07-01,July 2020,"Proceedings - 2020 14th Technologies Applied to Electronics Teaching Conference, TAEE 2020",,21101022473,,Conference Proceeding,,,9163675,,,,1,0,,,,,
186,2-s2.0-85091846570,10.1109/TAEE46915.2020.9163791,,,A PBL approach for teaching electronics fundamentals by developing robotics projects,cp,Conference Paper,Luna A.,,Universidad del Pacífico,Lima,Peru,,,,,2020-07-01,July 2020,"Proceedings - 2020 14th Technologies Applied to Electronics Teaching Conference, TAEE 2020",,21101022473,,Conference Proceeding,,,9163791,,,,4,0,,,,,
187,2-s2.0-85091814724,,,,"Proceedings - 2020 14th Technologies Applied to Electronics Teaching Conference, TAEE 2020",cr,Conference Review,,,,,,,,,,2020-07-01,July 2020,"Proceedings - 2020 14th Technologies Applied to Electronics Teaching Conference, TAEE 2020",,21101022473,,Conference Proceeding,,,,,,,0,0,,,,,
188,2-s2.0-85091395828,10.23919/CCC50068.2020.9188558,,,Learning to Navigate for Mobile Robot with Continual Reinforcement Learning,cp,Conference Paper,Wang N.,,University of Science and Technology of China,Hefei,China,,,,,2020-07-01,July 2020,"Chinese Control Conference, CCC",19341768,21100228702,21612927,Conference Proceeding,2020-July,,9188558,3701-3706,,,0,0,,,,,
189,2-s2.0-85091395380,10.23919/CCC50068.2020.9189320,,,Mobile Robot Path Planning Based on Improved Ant Colony Optimization Algorithm,cp,Conference Paper,Jing Y.,,"College of Medicine and Biological Information Engineering, Northeastern University",Shenyang,China,,,,,2020-07-01,July 2020,"Chinese Control Conference, CCC",19341768,21100228702,21612927,Conference Proceeding,2020-July,,9189320,1559-1564,,,2,0,,,,,
190,2-s2.0-85091395039,10.23919/CCC50068.2020.9188890,,,Research on path planning of robot based on deep reinforcement learning,cp,Conference Paper,Liu F.,,China University of Geosciences,Wuhan,China,,,,,2020-07-01,July 2020,"Chinese Control Conference, CCC",19341768,21100228702,21612927,Conference Proceeding,2020-July,,9188890,3730-3734,,,5,0,,,,,
191,2-s2.0-85091147095,10.1109/ICALT49669.2020.00077,,,Learning Chinese as a second language by educational robots integrating the operation of conditional logic in computational thinking and the usage of the causal sentences,cp,Conference Paper,Hsu T.C.,,National Taiwan Normal University,Taipei,Taiwan,,,,,2020-07-01,July 2020,"Proceedings - IEEE 20th International Conference on Advanced Learning Technologies, ICALT 2020",,21101021767,,Conference Proceeding,,,9155874,236-237,,,0,0,,,,,
192,2-s2.0-85090500574,10.1109/FUZZ48607.2020.9177832,,,Design of the convolution layer using HDL and evaluation of delay time using a camera signal,cp,Conference Paper,Kamesaka R.,,Kochi University of Technology,Kami-gun,Japan,,,,,2020-07-01,July 2020,IEEE International Conference on Fuzzy Systems,10987584,110565,,Conference Proceeding,2020-July,,9177832,,,,0,0,,,,,
193,2-s2.0-85090380958,10.1109/AIM43001.2020.9159011,,,DeepClaw: A robotic hardware benchmarking platform for learning object manipulation,cp,Conference Paper,Wan F.,,Southern University of Science and Technology,Shenzhen,China,,,,,2020-07-01,July 2020,"IEEE/ASME International Conference on Advanced Intelligent Mechatronics, AIM",,21101021237,,Conference Proceeding,2020-July,,9159011,2011-2018,,,0,0,repositoryam,Green,,,
194,2-s2.0-85089838282,10.1177/1729881420936851,,,Continuous shared control in prosthetic hand grasp tasks by Deep Deterministic Policy Gradient with Hindsight Experience Replay,ar,Article,Gao Z.,,Huazhong University of Science and Technology,Wuhan,China,,,,,2020-07-01,1 July 2020,International Journal of Advanced Robotic Systems,17298806,144749,17298814,Journal,17,4,,,,,1,1,publisherfullgold,Gold,,,
195,2-s2.0-85089578121,10.23919/ACC45564.2020.9147506,,,Metric Interval Temporal Logic based Reinforcement Learning with Runtime Monitoring and Self-Correction,cp,Conference Paper,Lin Z.,,"University of Maryland, College Park",College Park,United States,,,,,2020-07-01,July 2020,Proceedings of the American Control Conference,07431619,18692,,Conference Proceeding,2020-July,,9147506,5400-5406,,,1,0,,,,,
196,2-s2.0-85087047848,10.1007/s10514-020-09922-z,,,Exploration of the applicability of probabilistic inference for learning control in underactuated autonomous underwater vehicles,ar,Article,Ariza Ramirez W.,,Australian Maritime College,Launceston,Australia,,,,,2020-07-01,1 July 2020,Autonomous Robots,09295593,18016,15737527,Journal,44,6,,1121-1134,,,6,0,repositoryam,Green,,,
197,2-s2.0-85082016665,10.1016/j.future.2020.03.021,S0167739X19318758,,Smishing Detector: A security model to detect smishing through SMS content analysis and URL behavior analysis,ar,Article,Mishra S.,,Jaypee Institute of Information Technology,Noida,India,,,,,2020-07-01,July 2020,Future Generation Computer Systems,0167739X,12264,,Journal,108,,,803-815,,,35,0,,,,,
198,2-s2.0-85080990784,10.1007/s11370-020-00316-9,,,Motion planning in semistructured environments with teaching roadmaps,ar,Article,Qiu Q.,,Shanghai Jiao Tong University,Shanghai,China,,,,,2020-07-01,1 July 2020,Intelligent Service Robotics,18612776,9500154152,18612784,Journal,13,3,,331-342,,,2,0,,,,,
199,2-s2.0-85079443083,10.1007/s10514-020-09903-2,,,An informative path planning framework for UAV-based terrain monitoring,ar,Article,Popović M.,,Imperial College London,London,United Kingdom,,,,,2020-07-01,1 July 2020,Autonomous Robots,09295593,18016,15737527,Journal,44,6,,889-911,,,50,1,repositoryam,Green,,,
200,2-s2.0-85076000870,10.1007/s10994-019-05862-7,,,Learning higher-order logic programs,ar,Article,Cropper A.,,University of Oxford,Oxford,United Kingdom,,,,,2020-07-01,1 July 2020,Machine Learning,08856125,24775,15730565,Journal,109,7,,1289-1322,,,8,1,repositoryam,Green,,,
201,2-s2.0-85072981373,10.1109/JAS.2019.1911732,,,Path planning for intelligent robots based on deep Q-learning with experience replay and heuristic knowledge,ar,Article,Jiang L.,,Zhejiang Sci-Tech University,Hangzhou,China,,,,,2020-07-01,July 2020,IEEE/CAA Journal of Automatica Sinica,23299266,21100367773,23299274,Journal,7,4,8853432,1179-1189,,,50,0,,,,,
202,2-s2.0-85095791624,,,,Exploring the VR-based PBD programming approach to teach industrial robotics in manufacturing education,cp,Conference Paper,Chang Y.H.I.,,Illinois State University,Chicago,United States,,,,,2020-06-22,22 June 2020,"ASEE Annual Conference and Exposition, Conference Proceedings",,21100797240,21535965,Conference Proceeding,2020-June,,693,,,,0,0,,,,,
