:INCLUDE?,:doi,:title,:description,:subtype,:coverDate,:publicationName,:authkeywords,:eid,:pii,:pubmed_id,:subtypeDescription,:creator,:afid,:affilname,:affiliation_city,:affiliation_country,:author_count,:author_names,:author_ids,:author_afids,:coverDisplayDate,:issn,:source_id,:eIssn,:aggregationType,:volume,:issueIdentifier,:article_number,:pageRange,:openaccess,:fund_acr,:fund_no,:fund_sponsor,:citedby_count,:YEAR,:URL,:FULL_ARTICLE,:NOTES,:HERRAMIENTAS,:EDADES_OBJETIVO,:PORTABILIDAD_HW,:TIPO_PAPER,:CUSTOM_TOOL?,:TIPO_DE_LENGUAJE,:CONCURRENCY?,:LIVENESS?,:DEBUGGING?,:MONITORING?,:AUTONOMY?
SI,10.1007/s10798-017-9397-0,"Dancing robots: integrating art, music, and robotics in Singapore’s early childhood centers","In recent years, Singapore has increased its national emphasis on technology and engineering in early childhood education. Their newest initiative, the Playmaker Programme, has focused on teaching robotics and coding in preschool settings. Robotics offers a playful and collaborative way for children to engage with foundational technology and engineering concepts during their formative early childhood years. This study looks at a sample of preschool children (N = 98) from five early childhood centers in Singapore who completed a 7-week STEAM (Science, Technology, Engineering, Arts, and Mathematics) KIBO robotics curriculum in their classrooms called, “Dances from Around the World.” KIBO is a newly developed robotics kit that teaches both engineering and programming. KIBO’s actions are programmed using tangible programming blocks—no screen-time required. Children’s knowledge of programming concepts were assessed upon completion of the curriculum using the Solve-Its assessment. Results indicate that children were highly successful at mastering foundational programming concepts. Additionally, teachers were successful at promoting a collaborative and creative environment, but less successful at finding ways to engage with the greater school community through robotics. This research study was part of a large country-wide initiative to increase the use of developmentally appropriate engineering tools in early childhood settings. Implications for the design of technology, curriculum, and other resources are addressed.",ar,2018-06-01,International Journal of Technology and Design Education,Early childhood | Programming | Robotics | STEAM,2-s2.0-85010748070,,,Article,Sullivan A.,60023143,Tufts University,Medford,United States,2,"Sullivan, Amanda;Bers, Marina Umaschi",55214724100;57203655429,60023143;60023143,1 June 2018,9577572,21389,15731804,Journal,28,2,,325-346,0,NSF,1118897,National Science Foundation,44,2018,https://link.springer.com/article/10.1007%2Fs10798-017-9397-0,https://drive.google.com/file/d/1qaqNWDexi6ql63wKb0j7oF4cuBLaAqIA/view?usp=sharing,"Mencionan programación tangible (no screen time).
Cada bloque tiene un bar code y el robot tiene un escáner. Cuando querés hacer que el robot ejecute un programa tenés que escanear los bloques 1 por 1. Malísimo...",Kibo se llama el robot (usa un lenguaje tangible que no sé si tiene nombre),"""preschool children""
Children ranged between 3 and 6 years of age at the start of this study, with a mean age of 4.9 years",KIBO,Experimento con alumnos,No (usaron el robot KIBO),Tangible,"No.
En la descripción de los 18 bloques del lenguaje no mencionan nada acerca de concurrencia (además de que es un concepto complejo para trabajar con chicos tan chiquitos)","No.
No lo mencionan","No.
No lo mencionan","No.
No lo mencionan pero tampoco parece haber mucha posibilidad para monitorear nada","Sí.
Cada bloque tiene un bar code y el robot tiene un escáner. Cuando querés hacer que el robot ejecute un programa tenés que escanear los bloques 1 por 1. Malísimo..."
SI,10.1515/itit-2017-0032,Empowering learners with tools in CS education: Physical computing in secondary schools,"In computer science, computer systems are both, objects of investigation and tools that enable creative learning and design. Tools for learning have a long tradition in computer science education. Already in the late 1960s, Papert developed a concept which had an immense impact on the development of informal education in the following years: his theory of constructionism understands learning as a creative process of knowledge construction that is most effective when learners create something purposeful that they can try out, show around, discuss, analyse and receive praise for. By now, there are numerous learning and programming environments that are based on the constructionist ideas. Modern tools offer opportunities for students to learn in motivating ways and gain impressive results in programming games, animations, implementing 3D models or developing interactive objects. This article gives an overview of computer science education research related to tools and media to be used in educational settings. We analyse different types of tools with a special focus on the categorization and development of tools for student adequate physical computing activities in the classroom. Research around the development and evaluation of tools and learning resources in the domain of physical computing is illustrated with the example of ""My Interactive Garden"", a constructionist learning and programming environment. It is explained how the results from empirical studies are integrated in the continuous development of the learning material.",ar,2018-04-25,IT - Information Technology,computer science education | media | physical computing | resources | tools,2-s2.0-85056725153,,,Article,Przybylla M.,60021763;60000765,Universität Potsdam;Friedrich-Alexander-Universität Erlangen-Nürnberg,Potsdam;Erlangen,Germany;Germany,2,"Przybylla, Mareen;Romeike, Ralf",56319769000;24475498800,60021763;60000765,25 April 2018,16112776,21100929583,21967032,Journal,60,2,,,0,,undefined,,4,2018,https://www.degruyter.com/document/doi/10.1515/itit-2017-0032/html,https://drive.google.com/file/d/1ADThXwUGZ0nzQmnbO9zSjNKn6-5-aGVu/view?usp=sharing,"""This article gives an overview of computer science education research related to tools and media to be used in educational settings. We analyse different types of tools with a special focus on the categorization and development of tools for student adequate physical computing activities in the classroom""

Analizan un montón de herramientas usadas para enseñar ""physical computing"". Es como una revisión de las herramientas y lenguajes existentes.
También proponen un ""learning environment"" al que llamaron ""My Interactive Garden"".
Hicieron una experiencia con alumnos y midieron algunos parámetros: pleasure, competence, freedom of choice, and pressure/tension.
No me quedan claras las edades de los pibes. ""N=32 students (25 male, 7 fe- male)""",Snap4Arduino,,Arduino,"Propuesta de ""learning environment"" y experiencia con alumnos",No,,,,,,
SI,10.1016/j.chb.2017.09.029,"Phogo: A low cost, free and “maker” revisit to Logo","Today it is almost impossible to spend a single day without depending on an information system, a computer or any other form of computation. Though the starting barrier is low, fundamental concepts are still required in order to manage the technicalities of the engineering environment and everyday computational systems. In 1967, Logo proposed to teach abstract programming concepts by providing a set of functions that had intuitive, visible effects over a robotic Turtle. LOGO was a success, but the robots quickly migrated into computer simulations. From LOGO, many followed. Scratch and Lego Mindstorm are some of the most notorious examples. Both introduced graphical block-based programming interfaces. We propose to bring back the powerful ideas behind LOGO by updating it with state of the art technologies. Phogo combines Python, Arduino and 3D printing into a low cost robot that is easy to build and control. The robot has a pen to draw shapes and can be commanded from a computer via a wireless link that is transparent to the students. The use of a physical robot can make programming more accessible for students with disabilities. The open and maker philosophies behind Phogo makes it more interesting as students will be able to access and study the electronic components. The textual programing language can be a long life companion for the students. In this work we discuss LOGO and other projects inspired by it, and we also share the methodology and design decisions behind Phogo, the results of its application in a workshop and the improvements we are currently developing.",ar,2018-03-01,Computers in Human Behavior,Computational thinking | Educational robots | LOGO | Pre-university education | Technology education,2-s2.0-85031321658,S0747563217305551,,Article,Molins-Ruano P.,60026796,Universidad Autónoma de Madrid,Madrid,Spain,3,"Molins-Ruano, Pablo;Gonzalez-Sacristan, Carlos;Garcia-Saura, Carlos",55782543400;56014673500;56303433700,60026796;60026796;60026796,March 2018,7475632,19419,,Journal,80,,,428-440,0,MECD,TIN2013-44586-R,Once Upon A Time Foundation,4,2018,https://www.sciencedirect.com/science/article/abs/pii/S0747563217305551?via%3Dihub,https://drive.google.com/file/d/1jirX38GOVODNBtk8nuHE6XFPU73-JJrd/view?usp=sharing,"""We propose to bring back the powerful ideas behind LOGO by updating it with state of the art technologies. Phogo combines Python, Arduino and 3D printing into a low cost robot that is easy to build and control.""

Por lo que leí el robot se llama Phogo porque es Python+LOGO. Usaron una placa compatible con Arduino que además incluye comunicación bluetooth, de esa forma resuelven la comunicación inalámbrica. Después por lo que entendí, desde la librería de python se maneja el protocolo de comunicación y cuando el usuario programa simplemente escribe comandos de alto nivel (como en LOGO) y la librería se los manda al robot. O sea que no sería autónomo. La concurrencia calculo que sí porque en python podés levantar falsos threads, no sé si habrá alguna limitación del lado del protocolo que lo impida pero no parece...

Hicieron también un workshop con alumnos para ver cómo reaccionan a Phogo","Phogo (una especie de Python+LOGO?)
Sí, por lo que dicen el robot es una tortuga pero en vez de manejarla con LOGO usan python","En el workshop participaron estudiantes ""from 16 to 18 years old""
Reconocen que Scratch puede andar para pibes de 8 años pero Phogo es muy complejo para ellos.

En la tablita de comparación dicen que Phogo es para ""14 and beyond""","bq Zum (Arduino derivative)
En el final plantean que están armando una versión nueva usando NodeMCU (ESP8266 y después ESP32)",Propuesta de lenguaje + robot,"Sí.
Hicieron una librería en Python para controlar el robot. No es un lenguaje nuevo ni nada parecido",Textual,En el paper no lo mencionan pero dicen que al usar Python como lenguaje en vez de LOGO se pueden incorporar otras librerías externas. Y python soporta concurrencia así que diría que si,"Si.
Mencionan muuuuy brevemente, así al pasar, el hecho de que python es un lenguaje interactivo. Por lo tanto, dependiendo del IDE supongo que sí, pueden ir ejecutando el código como si tuvieran un REPL y viendo al robot moverse.",Sí. No lo mencionan pero Python lo soporta.,Sí. No lo mencionan explícitamente pero sí mencionan el feedback instantáneo. Además después de cada comando se ve en consola la respuesta del robot o sea que si le preguntan al robot el valor del sensor lo van a ver ahí.,"No.
Los comandos se mandan por Bluetooth desde la PC al robot. No hay nada en el paper que indique que el robot tiene la capacidad de almacenar y ejecutar programas por sí mismo."
SI,10.1109/RITA.2018.2801898,Integrating Formative Feedback in Introductory Programming Modules,"Introductory programming modules are challenging for both the lecturers and students. In previous works, the authors have introduced educational innovations to mitigate these challenges and facilitate learning. This paper presents a further step forward, proposing a learning process enriched with formative feedback. To this end, visual programming environments and educational robots are combined and complemented with automatic source code verification and validation feedback. The feedback integration proposal is presented along with the lessons learned from previously carried out experiments that established the basis of this paper. The proposal has been implemented and tested in the object oriented programming module in the bachelor's in computer management and information systems engineering at the Faculty of Engineering of Vitoria-Gasteiz, UPV/EHU University. The results of the evaluation have been positive and are also presented here.",ar,2018-02-01,Revista Iberoamericana de Tecnologias del Aprendizaje,Computer science education | educational robots | programming environments,2-s2.0-85044504702,,,Article,Anfurrutia F.I.,60027856,Universidad del Pais Vasco,Leioa,Spain,4,"Anfurrutia, Felipe I.;Álvarez, Ainhoa;Larrañaga, Mikel;López-Gil, Juan Miguel",8669806000;7202214675;55885874500;55619312424,60027856;60027856;60027856;60027856,February 2018,,19700201532,19328540,Journal,13,1,,3-10,0,EHU,IT980-16,Euskal Herriko Unibertsitatea,0,2018,https://ieeexplore.ieee.org/document/8289320,https://drive.google.com/file/d/1VfhonuwyG7FFzS27WalEd6ERWfoakkWl/view?usp=sharing,"Acá lo interesante puede ser que proponen la ejecución y validación del programa en un simulador antes de ejecutarlo en el robot real. Similar a lo que queremos hacer con Mendieta. Revisar porque puede servir para justificar el uso del simulador tanto en Mendieta como en Physical Bits.

Plantea también la necesidad de usar un lenguaje que soporte tanto programación visual como programación textual: ""The tools or combinations of tools used in this phase must support both block-based editing and direct editing using a particular programming language. This would allow those students with prior knowledge to tackle only the notational perspective""",BlueJ,"""42 students of the MOOP module at the Faculty of Engineering of Vitoria- Gasteiz at the UPV/EHU University participated in the study""","Lego Mindstorms (creo que EV3, por la foto)","Propuesta de una forma de trabajo con robots que involucra programación, verificación automática del programa, prueba en simulador, y después prueba en robot real.
Experiencia con alumnos de universidad.",No,"Visual (bloques)
Textual","ACAACA no sé...
El paper no menciona, seguramente se pueda. porque el Lego lo soporta pero no sé BlueJ.","No.
Lo ejecutan en un simulador antes de ejecutarlo finalmente en el robot real. Quizás tienen un poco más de interactividad ahí","No.
En el simulador pueden pausar la ejecución y ejecutar paso a paso (o cambiar la velocidad de ejecución) pero en el robot ya no.
BlueJ también soporta debugging...
En el paper no lo mencionan igual","No.
El paper no parece mencionar este tema, a pesar de que hace mucho énfasis en la verificación y validación del programa por el tema de entregar feedback rápido para ayudar en el proceso de aprendizaje.
En el simulador calculo que tendrán acceso a las variables y sensores pero en el robot no parece haber nada de eso",Sí
SI,10.29333/ejmste/93483,Skill Development and Knowledge Acquisition Cultivated by Maker Education: Evidence from Arduino-based Educational Robotics,"This study investigated elementary school students’ learning performances and behaviors in a maker education program. An informal after-school learning environment entitled Robot MakerSpace was created at a public elementary school in Taiwan and 30 grade 5 students voluntarily participated in a 16-week educational experiment. The student participants were randomly divided into two experimental groups. Students in the maker group received weekly educational robotics lessons, whereas those in the nonmaker group only engaged in other after-school learning activities such as homework practice in traditional classrooms. Mixed methods research was used for data collection. An experiment with a pretest–posttest and control group design was employed to measure the students’ electrical engineering and computer programming content knowledge and problem-solving skills. In addition, a qualitative approach with an emphasis on filed observation was adopted to evaluate the instructional implementation of the maker education program. The quantitative findings revealed that maker education training significantly improved the electrical engineering and computer programming content knowledge of the students and improved their problem-solving skills. The qualitative findings showed the students required considerable learning support from the instructor such as strategies for software and hardware debugging",ar,2018-01-01,"Eurasia Journal of Mathematics, Science and Technology Education",educational robotics | problem solving | skill development | STEM education,2-s2.0-85122024352,,,Article,Chou P.N.,60017991,National University of Tainan Taiwan,Tainan,Taiwan,1,"Chou, Pao Nan",36993017100,60017991,2018,13058215,4400151729,13058223,Journal,14,10,,1-15,1,,undefined,,23,2018,https://www.researchgate.net/publication/326411462_Skill_Development_and_Knowledge_Acquisition_Cultivated_by_Maker_Education_Evidence_from_Arduino-based_Educational_Robotics,https://drive.google.com/file/d/1Ii7iPHgZvA9u50NCrqgesnqWSeUsbMsn/view?usp=sharing,,mBlock: Scratch for mBot,"""grade 5 students at one public elementary school in Taiwan""",Arduino-based robot (mBot v1.1),Experimento con alumnos,No,Visual (bloques),"ACAACA probar en mBlock 3
El paper no dice",El paper no menciona pero entiendo que mBlock permite programar y ver el resultado en tiempo real bajando un firmware especial (asumo que es una especie de Firmata) y después cuando el programa funciona como vos querés lo podés bajar permanentemente a la placa (reemplazando al firmware),"No.
El paper no menciona","No?
ACAACA probar mBlock","Sí.
mBlock permite grabar el programa en la placa.
El paper igual no lo menciona"
SI,10.18355/XL.2018.11.01.10,"Teaching English language to young school-age children while making projects, playing games and using robotics","The aim of the article is to identify the most effective methods of teaching English to young schoolchildren and the possibilities of using robotics in primary school. Today, robotics classes are the most popular direction in the field of additional education, they are mainly related to the development of engineering thinking, mastering the basics of design and programming and career guidance. The use of robots as a means of teaching English to 6-10 year old children in the Russian secondary school hasn’t been studied well enough. It is characterized by the novelty of the subject of discussion, the lack of scientifically based programs and teaching materials, the shortage of teachers who are able to implement in practice wide possibilities of educational robotics for experimental verification of our hypothesis. The article presents the main methods which help to develop the highest communicative skills of young schoolchildren, problems in teaching English language to children and ways of their solution. The authors of the article offer to use robotics, project and playing activity of schoolchildren at English lessons and in extracurricular activity as a means of teaching English in elementary school. The article is of practical value for English teachers who work with 6-10 year old children.",ar,2018-01-01,XLinguae,,2-s2.0-85041337185,,,Article,Rozhina V.,,Vyatka State University,Kirov,Russian Federation,,,,,2018,13378384,21100241808,2453711X,Journal,11,1,,102-113,1,,,,19,2018,http://xlinguae.eu/2018_11_01_10.html,https://drive.google.com/file/d/1p6P1Rvq3vnP0UQTgCdvZdX4eNZx7XrlP/view?usp=share_link,Parece que usan robots para enseñar inglés a pibes de entre 6 y 10 años,ScratchDuino (es un scratch extendido),entre 6 y 10,Robbo (un robot basado en arduino aparentemente),Experiencia con alumnos,,,,,,,
SI,10.1007/s11423-019-09648-5,The effect of programming on primary school students’ mathematical and scientific understanding: educational use of mBot,"This study highlights the importance of an educational design that includes robotics and programming through a visual programming language as a means to enable students to improve substantially their understanding of the elements of logic and mathematics. Gaining an understanding of computational concepts as well as a high degree of student participation and commitment emphasize the effectiveness of introducing robotics and visual programming based on active methodologies in primary education. Implementation of this design provides sixth-grade elementary education students with activities that integrate programming and robotics in sciences and mathematics; these practices allow students to understand coding, motion, engines, sequences and conditionals. A quasi-experimental design, descriptive analysis and participant observation were applied across various dimensions to 93 sixth-grade students in four primary education schools. Programming and robotics were integrated in one didactic unit of mathematics and another in sciences. Statistically significant improvements were achieved in the understanding of mathematical concepts and in the acquisition of computational concepts, based on an active pedagogical practice that instills motivation, enthusiasm, commitment, fun and interest in the content studied.",ar,2019-12-01,Educational Technology Research and Development,,2-s2.0-85076438836,,,Article,Sáez-López J.M.,,Universidad Nacional de Educacion a Distancia,Madrid,Spain,,,,,1 December 2019,10421629,20764,15566501,Journal,67,6,,1405-1425,0,,,,39,2019,https://doi.org/10.1007/s11423-019-09648-5,https://drive.google.com/file/d/1IKioQ--gGet00_FPCksaC9G-VwM-V4ts/view?usp=share_link,Parece que hicieron una experiencia con alumnos usando mBot y programando con algo que parece Scratch (pero sólo miré las imágenes),mBlock,"""sixth-grade elementary education""
""sixth-grade students in four primary education schools"" 
Son de España

entre 11 y 12",mBot (basado en Arduino),Experiencia con alumnos,No,,,,,,
SI,10.1007/s40692-019-00147-3,Coding as another language: a pedagogical approach for teaching computer science in early childhood,"Computer programming is an essential skill in the 21st century and new policies and frameworks aim at preparing students for computer science-related professions. Today, the development of new interfaces and block-programming languages facilitates the teaching of coding and computational thinking starting in kindergarten. However, as new programming languages that are developmentally appropriate emerge, there is a need to explicitly conceptualize pedagogical approaches for teaching computer science in the early years that embrace the maturational stages of children by inviting play and discovery, socialization, and creativity. Thus, it is not enough to copy models developed for older children, which mostly grew out of traditional Science, Technology, Engineering and Math (STEM) disciplines and instructional practices. This paper describes a pedagogical approach for early childhood computer science called “Coding as Another Language” (CAL), as well as six coding stages, or learning trajectories, that young children go through when exposed to CAL curriculum. CAL is grounded on the principle that learning to program involves learning how to use a new language (a symbolic system of representation) for communicative and expressive functions. This paper proposes that, due to the critical foundational role of language and literacy in the early years, the teaching of computer science can be augmented by models of literacy instruction. CAL supports young children in transitioning through different six coding stages. Case studies of young children using either the KIBO robot or the ScratchJr app will be used to characterize each coding stage and to illustrate the instructional practices of CAL curriculum.",ar,2019-12-01,Journal of Computers in Education,,2-s2.0-85074048340,,,Article,Bers M.U.,,Tufts University,Medford,United States,,,,,1 December 2019,21979987,21100922758,21979995,Journal,6,4,,499-528,0,,,,26,2019,https://link.springer.com/article/10.1007%2Fs40692-019-00147-3,https://drive.google.com/file/d/1PIqQt_LbMbfsRry04aBbcPpwKpwUETFG/view?usp=sharing,"Revisar porque no sé si habla mucho de robótica

Hablan de usar KIBO robot. Creo que es programación tangible.
También mencionan ScratchJr pero no para programar robots. Es un poco más amplio que robótica pero bueno, cuenta.

Interesante además el planteo, para leer después con más atención.

""The CAL curriculum is explicitly designed to help children move through six coding stages: emergent, coding and decoding, fluency, new knowledge, multiple perspective, and purposefulness""

""Pilot research explored a developmental model of program- ming based on observations of children 4–7 years old using KIBO robotics, and categorized children into four stages: proto-programmer, early programmer, pro- grammer, and fluent programmer (Vizner 2017)""",Kibo,"Entre 6 y 7?
En el paper cuando hablan del caso hipotético de uso de KIBO los chicos están en kindergarten. Pero justo el ejemplo anterior tiene 5 años y el siguiente 7, lo que me lleva a pensar que estos tienen 6.
Después en el último ejemplo, los chicos están en ""first-grade"", eso sería cuánto? 7 años?",KIBO,"Plantea una forma distinta de ver la enseñanza de la programación que llaman ""Coding as Another Language"" (CAL)",No,Tangible,No lo mencionan,No lo mencionan,No lo mencionan,No lo mencionan,No lo mencionan
SI,10.1109/RITA.2019.2950130,Scratch as Driver to Foster Interests for STEM and Educational Robotics,"Today, there are a multitude of initiatives that favor the learning of Science, Technology, Engineering, and Mathematics (STEM) and educational robotics (ER). Thanks to the available means, it is very easy to access a wide variety of tools based on programmable hardware. Although there are many options, most of them either require a high economic investment or require a great deal of time for the development of educational activities. Through the results shown in this paper, the great potential of Scratch as a solution for students who are just starting out in the knowledge related to STEM and ER is shown. To show the usefulness of Scratch a course has been designed, which dedicates three modules to the use of Scratch. The three modules have different levels of difficulty for the students, a basic level of difficulty, another intermediate level of difficulty and a last module with an advanced degree of difficulty.",ar,2019-11-01,Revista Iberoamericana de Tecnologias del Aprendizaje,,2-s2.0-85076641370,,,Article,Plaza P.,,Universidad Nacional de Educacion a Distancia,Madrid,Spain,,,,,November 2019,,19700201532,19328540,Journal,14,4,8890651,117-126,0,,,,10,2019,https://ieeexplore.ieee.org/document/8890651,https://drive.google.com/file/d/1sThFVHsyL9A3V2vk6sHAJKmxE9FCng0N/view?usp=sharing,"Hicieron un workshop en el que usaron Scratch, Crumble, y Arduino. 
Creo que no usaron Scratch para programar los robots, no me queda claro todavía...
Ahh claro, son los mismos autores que el otro paper que usa Crumble. En ese paper usaron Scratch sólo como introducción a la programación pero no para programar robots...","Scratch (no cuenta porque no lo usaron para programar robots)
Crumble
Arduino IDE",entre 6 y 11,"Crumble robot
Arduino",Experiencia con alumnos,No,"Crumble: Visual (bloques)
Arduino: textual",No lo mencionan,No lo mencionan,No lo mencionan,No lo mencionan,No lo mencionan
SI,10.1080/1475939X.2019.1670248,Humanoid robots: learning a programming language to learn a traditional language,"This research is part of a larger three-year study investigating the impact of humanoid robots on students’ learning and engagement. In this case study, Aboriginal and non-Aboriginal students worked with a humanoid robot to develop, in parallel, both their programming skills and their understanding of the traditional Narungga language and culture. For six months a school engaged students in learning two languages: the coding language required to program the robot and the Narungga language. Qualitative data were collected and triangulated to determine how the humanoid robot was utilised in the classroom and re-occurring themes were identified through the case study. This research drew on questionnaires, interviews and journals from teachers to understand the impact of humanoid robots on student learning. The case study demonstrated how using humanoid robots enhanced pride and interest in Aboriginal language and culture.",ar,2019-10-20,"Technology, Pedagogy and Education",,2-s2.0-85073956616,,,Article,Keane T.,,Swinburne University of Technology,Melbourne,Australia,,,,,20 October 2019,1475939X,5800179620,17475139,Journal,28,5,,533-546,0,,,,3,2019,https://www.tandfonline.com/doi/full/10.1080/1475939X.2019.1670248,https://drive.google.com/file/d/1SnLDdltax7zbVHN1NCW8FkAT79Bs1fDO/view?usp=sharing,"Muy interesante, usan la programación de humanoides para enseñar lenguaje natural a alumnos aborígenes (si no entendí cualquiera...).
Otra posible justificación para la importancia del tema","""Choregraphe software and Python code""","""rural school in South Australia""
""Years 1 to 4""
No sé las edades...","NAO (""humanoid robot (Pink)"")",Experiencia con alumnos,No,"Choreographe: Visual (nodos)
Python: Textual",No lo mencionan,"No.
Mencionan que luego de programarlo tienen que bajar el programa al robot para que lo ejecute, lo que sugiere que no hay programación interactiva...",No lo mencionan,No lo mencionan,"Sí?
""The students programmed the robot using a computer and its proprietary software (Choregraphe). Once the students completed the coding sequence on the computer, the program was then uploaded to the robot so that the robot could execute the code through a series of human-like movements such as sitting, standing, moving limbs or speaking"""
SI,10.1080/07380569.2019.1677436,Measurement of Executive Functioning Using a Playful Robot in Kindergarten,"We explored the potential of a robotics application in education as a measurement tool of child executive functioning skills. Sixty-five kindergarteners received assignments to go through a maze with a programmable robot, the Bee-Bot. Via observation we quantified how they solved these tasks. Their performance was successfully aggregated into a latent variable, which was used to predict the outcomes on standardized tasks that measure executive functioning. The latent variable significantly predicted performance on several tasks that measure problem-solving abilities, memory, visuospatial abilities and attention. It did not significantly predict pencil-and-paper tasks that measured visuospatial ability and nonverbal or design fluency. This study showed that it is possible to use a playful robotics task to obtain information on children’s ability. We recommend more research on using diverse robots in larger samples with different age groups to further explore the possibilities of robots as a test instrument.",ar,2019-10-02,Computers in the Schools,,2-s2.0-85075139774,,,Article,Urlings C.C.,,Maastricht University School of Business and Economics,Maastricht,Netherlands,,,,,2 October 2019,7380569,147225,15287033,Journal,36,4,,255-273,1,,,,3,2019,https://www.tandfonline.com/doi/full/10.1080/07380569.2019.1677436,https://drive.google.com/file/d/1xe0xzHFUBpqzT7gD34uNrb0wLrx1GUjZ/view?usp=sharing,"Es un estudio de uso de robótica en jardín, no creo que implique programación pero bueno, hay que revisarlo.

Executive Functioning (EF) -> ""cognitive abilities of children that allow higher order behavioral regulation on a daily basis (...). EF is an umbrella term for cognitive processes that allow goal-directed behavior and self-regulation.""

""Specifically for kindergarten and the lower primary grades, the Bee-Bot was used, followed by Scribbler by Parallax.""

Programación tangible para pre-kinder? No estoy seguro de que Bee-Bot cuente como tangible, por lo que ví tiene unos botones con los que se le carga comandos y después se le da GO! y el robot ejecuta los comandos cargados. Sería programación tangible?",BeeBot,"""kindergarten classes of elementary schools in the southern region of the Netherlands""",BeeBot,Experiencia con alumnos,No,BeeBot (no sería un lenguaje...),,,,,
SI,10.3390/informatics6040043,Educational robotics in primary school: Measuring the development of computational thinking skills with the bebras tasks,"Research has shown that educational robotics can be an effective tool to increase students’ acquisition of knowledge in the subjects of science, technology, engineering, and mathematics and promote, at the same time, a progression in the development of computational thinking (CT) skills in K–12 (kindergarten to 12th grade) education. Within this research field, the present study first sought to assess the effect of a robotics laboratory on the acquisition of CT-related skills in primary school children. The study also aimed to compare the magnitude of the effect of the laboratory across third- and fourth-grade students. For the purpose of the study, a quasi-experimental post-test-only design was adopted, and a group of 51 students, from third- and fourth-grade classrooms, participating in the robotics laboratories, were compared to a control group of 32 students from classrooms of the same grades. A set of Bebras tasks was selected as an overall measure of CT skills and was administered to children in both the intervention and control groups. Overall, the results showed that programming robotics artefacts may exert a positive impact on students’ learning of computational thinking skills. Moreover, the effect of the intervention was found to be greater among third-grade children. View Full-Text",ar,2019-10-01,Informatics,,2-s2.0-85078085252,,,Article,Chiazzese G.,,Consiglio Nazionale delle Ricerche,Rome,Italy,,,,,1 October 2019,,21100897717,22279709,Journal,6,4,informatics6040043,,1,,,,10,2019,https://www.mdpi.com/2227-9709/6/4/43,https://drive.google.com/file/d/1wZnYhURll3Lv0TggfmdCaczgYaErl8DK/view?usp=sharing,"No sé si menciona alguna herramienta de programación concreta

Usan Lego WeDO",Lego WeDo (no sé cómo se llama el lenguaje oficial),"""two third-grade classrooms and one fourth-grade classrooms""
""Students form the third-grade classrooms were all 8 years old; on the other hand, students attending the fourth-grade classrooms were in the age-range from 9 to 10 years""
entre 8 y 10",Lego WeDo,Experiencia con alumnos,No,Visual (bloques),No lo mencionan.,No lo mencionan.,No lo mencionan.,No lo mencionan.,"No?
No lo mencionan.
Creo que WeDo se controlaba desde la compu, no se programa de forma autónoma..."
SI,10.1007/s40299-019-00438-4,Connecting Plans to Action: The Effects of a Card-Coded Robotics Curriculum and Activities on Korean Kindergartners,"This study examined the effects of a card-coded robotics curriculum and associated activities on kindergarteners’ sequencing and problem-solving skills, which are forms of computational thinking. Kindergarteners participated in card-coded programming using a robot called TurtleBot. A card-coded robot curricular intervention was also designed to enhance their planning behaviors using complementary tools. This study examined an 8-week robotic curricular intervention through assessment of 53 participants ranging in age from 5 to 6, while also evaluating sequencing and mathematical problem-solving in both the treatment and comparison groups. It was found that children in the treatment group who engaged in the card-coded robotic curricular intervention performed better on sequencing and problem-solving tests. This finding indicates that an enhanced planning experience using card-coded robots was beneficial for improving young children’s thinking skills. The implications for designing appropriate curricula using robots for kindergarteners are addressed.",ar,2019-10-01,Asia-Pacific Education Researcher,,2-s2.0-85071973175,,,Article,Nam K.W.,,Chung-Ang University,Seoul,South Korea,,,,,1 October 2019,1195646,17900156737,22437908,Journal,28,5,,387-397,0,,,,21,2019,https://link.springer.com/article/10.1007/s40299-019-00438-4,https://drive.google.com/file/d/1xoMtCsKhIOU2Y2UiGi1UOmZiATiDS5Yc/view?usp=share_link,Parece que hicieron una experiencia con alumnos de jardín (entre 5 y 6) programando un tal TurtleBot,"No tiene, es tangible (en realidad usa cartas para indicar instrucciones)",entre 5 y 6,"""card-coded robot called TurtleBot""
Robot juguete",Experiencia con alumnos,No,Tangible,,,,,
